Province_State,Country_Region,Confirmed,Deaths
Wisconsin,US,-1414,-47
Wisconsin,US,7376,49
Wisconsin,US,-2500,8
Wisconsin,US,6434,71
Wisconsin,US,-54739,-346
Wisconsin,US,45809,159
Wisconsin,US,13943,200
Wisconsin,US,-1829,-25
Wisconsin,US,183,20
Wisconsin,US,-7954,-89
Wisconsin,US,17526,132
Wisconsin,US,-17259,-144
Wisconsin,US,18276,142
Wisconsin,US,-5874,-83
Wisconsin,US,3741,89
Wisconsin,US,2266,7
Wisconsin,US,613,19
Wisconsin,US,2125,-25
Wisconsin,US,-2415,11
Wisconsin,US,-7998,-115
Wisconsin,US,8996,130
Wisconsin,US,-19032,-342
Wisconsin,US,22482,362
Wisconsin,US,-13217,-62
Wisconsin,US,17097,111
Wisconsin,US,-761,-42
Wisconsin,US,-824,-50
Wisconsin,US,-6792,10
Wisconsin,US,-7492,-152
Wisconsin,US,17557,237
Wisconsin,US,5662,49
Wisconsin,US,1638,26
Wisconsin,US,-149107,-1583
Wisconsin,US,153108,1632
Wisconsin,US,215,-18
Wisconsin,US,2862,-13
Wisconsin,US,-24587,-174
Wisconsin,US,21750,169
Wisconsin,US,12258,113
Wisconsin,US,-4977,-36
Wisconsin,US,569,-32
Wisconsin,US,-1360,-5
Wisconsin,US,8869,96
Wisconsin,US,-29292,-431
Wisconsin,US,32041,451
Wisconsin,US,-19704,-215
Wisconsin,US,22110,222
Wisconsin,US,-5896,-30
Wisconsin,US,6901,44
Wisconsin,US,-3917,-53
Wisconsin,US,-10349,-93
Wisconsin,US,7646,111
Wisconsin,US,12567,45
Wisconsin,US,-1519,-4
Wisconsin,US,5467,52
Wisconsin,US,-2873,-57
Wisconsin,US,336,14
Wisconsin,US,-12060,-128
Wisconsin,US,14900,172
Wisconsin,US,-19603,-192
Wisconsin,US,-37109,-486
Wisconsin,US,60531,576
Wisconsin,US,5504,141
Wisconsin,US,-23185,-203
Wisconsin,US,19941,149
Wisconsin,US,6052,111
Wyoming,US,4790,-14
Wyoming,US,-6413,-40
Wyoming,US,6386,79
Wyoming,US,909,11
Wyoming,US,1442,21
Wyoming,US,-7633,-102
Wyoming,US,7107,102
Wyoming,US,1783,38
Wyoming,US,-278,-6
Wyoming,US,-14122,-171
Wyoming,US,14618,187
Wyoming,US,-11354,-150
Wyoming,US,15779,197
Wyoming,US,-4473,-63
Wyoming,US,4101,73
Wyoming,US,-3715,-22
Wyoming,US,4436,40
Wyoming,US,-5940,-57
Wyoming,US,2945,83
Wyoming,US,1585,-12
Wyoming,US,4024,30
Wyoming,US,-1677,-33
Wyoming,US,818,26
Wyoming,US,-124521,-3187
,Uganda,30522,1718
Cherkasy Oblast,Ukraine,46131,500
Chernihiv Oblast,Ukraine,-15383,-274
Chernivtsi Oblast,Ukraine,22674,-120
Crimea Republic*,Ukraine,-59373,-2024
Dnipropetrovsk Oblast,Ukraine,106720,4359
Donetsk Oblast,Ukraine,49899,2042
Ivano-Frankivsk Oblast,Ukraine,-76357,-1720
Kharkiv Oblast,Ukraine,174224,3827
Kherson Oblast,Ukraine,-34100,166
Khmelnytskyi Oblast,Ukraine,-116419,-3011
Kiev,Ukraine,145865,4153
Kiev Oblast,Ukraine,146148,3063
Kirovohrad Oblast,Ukraine,-16481,-246
Luhansk Oblast,Ukraine,-116331,-2464
Lviv Oblast,Ukraine,124314,3111
Mykolaiv Oblast,Ukraine,-75316,-885
Odessa Oblast,Ukraine,131152,2910
Poltava Oblast,Ukraine,25552,1565
Rivne Oblast,Ukraine,81224,739
Sevastopol*,Ukraine,-52025,-95
Sumy Oblast,Ukraine,36078,956
Ternopil Oblast,Ukraine,18852,-55
Vinnytsia Oblast,Ukraine,26238,1137
Volyn Oblast,Ukraine,23698,176
Zakarpattia Oblast,Ukraine,-56081,-1090
Zaporizhia Oblast,Ukraine,57736,1885
Zhytomyr Oblast,Ukraine,-608220,788
,United Arab Emirates,740850,2144
Anguilla,United Kingdom,-4278,-93
Bermuda,United Kingdom,2999,69
British Virgin Islands,United Kingdom,1569,36
Cayman Islands,United Kingdom,-6311,-98
Channel Islands,United Kingdom,-7445329,-121631
England,United Kingdom,8457118,125563
Falkland Islands (Malvinas),United Kingdom,-5795,-98
Gibraltar,United Kingdom,-2148,41
Isle of Man,United Kingdom,10756,65
Montserrat,United Kingdom,-267143,-2660
Northern Ireland,United Kingdom,309454,2851
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,-625359,-9052
Scotland,United Kingdom,709518,9481
Turks and Caicos Islands,United Kingdom,3092,23
Unknown,United Kingdom,-418980,-6086
Wales,United Kingdom,103576,297
,Uruguay,214867,4815
,Uzbekistan,191952,1384
,Vanuatu,-400505,-4809
,Venezuela,-462141,-16576
,Vietnam,705468,19632
,West Bank and Gaza,449278,2943
,Yemen,-199662,-1717
,Zambia,77448,-1002
,Zimbabwe,133747,4703
